topic,category,std_residual,track,significant,direction
function,comprehension_failure,10.06341214200615,tags,TRUE,over_represented
scala,comprehension_failure,4.326381249761781,tags,TRUE,over_represented
vue.js,comprehension_failure,0.8435896162927186,tags,FALSE,not_significant
twitter-bootstrap,comprehension_failure,7.716643172599989,tags,TRUE,over_represented
performance,comprehension_failure,-2.4317655031964684,tags,TRUE,under_represented
winforms,comprehension_failure,1.0600542463074891,tags,FALSE,not_significant
selenium,comprehension_failure,-20.16582747007138,tags,TRUE,under_represented
loops,comprehension_failure,3.833034876802333,tags,TRUE,over_represented
kotlin,comprehension_failure,-1.3348149357817363,tags,FALSE,not_significant
sqlite,comprehension_failure,-6.899712695672607,tags,TRUE,under_represented
matlab,comprehension_failure,16.3402846103263,tags,TRUE,over_represented
python-2.7,comprehension_failure,0.6773216488088629,tags,FALSE,not_significant
hibernate,comprehension_failure,-10.373758325287621,tags,TRUE,under_represented
shell,comprehension_failure,4.137149364191004,tags,TRUE,over_represented
express,comprehension_failure,-11.66218604407604,tags,TRUE,under_represented
dart,comprehension_failure,-8.455866099587038,tags,TRUE,under_represented
entity-framework,comprehension_failure,-4.777360960531752,tags,TRUE,under_represented
csv,comprehension_failure,-8.869470690503139,tags,TRUE,under_represented
rest,comprehension_failure,-8.100899046154902,tags,TRUE,under_represented
apache,comprehension_failure,-1.1385044501304464,tags,FALSE,not_significant
maven,comprehension_failure,-7.938662239671494,tags,TRUE,under_represented
android-studio,comprehension_failure,-13.015114151449415,tags,TRUE,under_represented
linq,comprehension_failure,4.174091127850503,tags,TRUE,over_represented
dictionary,comprehension_failure,4.762902307276786,tags,TRUE,over_represented
qt,comprehension_failure,6.845423163964612,tags,TRUE,over_represented
asp.net-core,comprehension_failure,-5.5644073636861275,tags,TRUE,under_represented
unit-testing,comprehension_failure,-8.936041701473556,tags,TRUE,under_represented
facebook,comprehension_failure,0.7889159762917333,tags,FALSE,not_significant
swing,comprehension_failure,4.074806159808943,tags,TRUE,over_represented
file,comprehension_failure,-1.0618800276890525,tags,FALSE,not_significant
class,comprehension_failure,10.5241283126304,tags,TRUE,over_represented
apache-spark,comprehension_failure,-9.394903151644145,tags,TRUE,under_represented
tensorflow,comprehension_failure,-1.6051789694934526,tags,FALSE,not_significant
sorting,comprehension_failure,2.2138222215235737,tags,TRUE,over_represented
date,comprehension_failure,-1.4832910843131457,tags,FALSE,not_significant
unity-game-engine,comprehension_failure,2.635147993186293,tags,TRUE,over_represented
t-sql,comprehension_failure,-5.058710946591771,tags,TRUE,under_represented
go,comprehension_failure,1.7428540820134124,tags,FALSE,not_significant
authentication,comprehension_failure,-5.412559188067702,tags,TRUE,under_represented
symfony,comprehension_failure,0.9222627300903808,tags,FALSE,not_significant
for-loop,comprehension_failure,7.688065911294359,tags,TRUE,over_represented
.htaccess,comprehension_failure,7.705717033177555,tags,TRUE,over_represented
matplotlib,comprehension_failure,7.39173988267012,tags,TRUE,over_represented
datetime,comprehension_failure,-2.6712709251546465,tags,TRUE,under_represented
opencv,comprehension_failure,-1.3492372214820227,tags,FALSE,not_significant
google-chrome,comprehension_failure,1.1620887165619562,tags,FALSE,not_significant
codeigniter,comprehension_failure,-4.332723648882847,tags,TRUE,under_represented
perl,comprehension_failure,7.003562146620399,tags,TRUE,over_represented
validation,comprehension_failure,1.4073418989847624,tags,FALSE,not_significant
http,comprehension_failure,-1.797073538551142,tags,FALSE,not_significant
sockets,comprehension_failure,-0.8971788887986833,tags,FALSE,not_significant
object,comprehension_failure,6.034280821338639,tags,TRUE,over_represented
google-maps,comprehension_failure,-1.9578766444759939,tags,FALSE,not_significant
uitableview,comprehension_failure,-7.1851503776153285,tags,TRUE,under_represented
xaml,comprehension_failure,3.0180395233371753,tags,TRUE,over_represented
if-statement,comprehension_failure,7.216274887595683,tags,TRUE,over_represented
oop,comprehension_failure,10.59940271276003,tags,TRUE,over_represented
ubuntu,comprehension_failure,-7.649127508283938,tags,TRUE,under_represented
cordova,comprehension_failure,-2.5126264081759047,tags,TRUE,under_represented
visual-studio-code,comprehension_failure,-1.4074372491460945,tags,FALSE,not_significant
email,comprehension_failure,-5.520251907492979,tags,TRUE,under_represented
android-layout,comprehension_failure,-3.2660350512905656,tags,TRUE,under_represented
ms-access,comprehension_failure,2.7391897439229997,tags,TRUE,over_represented
web-services,comprehension_failure,-2.3076623308494915,tags,TRUE,under_represented
spring-mvc,comprehension_failure,-10.34749813780939,tags,TRUE,under_represented
ggplot2,comprehension_failure,11.235887175357885,tags,TRUE,over_represented
parsing,comprehension_failure,-4.353622148368645,tags,TRUE,under_represented
pointers,comprehension_failure,13.413966161955226,tags,TRUE,over_represented
github,comprehension_failure,0.014550931645044674,tags,FALSE,not_significant
user-interface,comprehension_failure,3.5325327257091264,tags,TRUE,over_represented
kubernetes,comprehension_failure,-8.135042007406396,tags,TRUE,under_represented
c++11,comprehension_failure,17.256516336163685,tags,TRUE,over_represented
selenium-webdriver,comprehension_failure,-15.468542733627435,tags,TRUE,under_represented
google-sheets,comprehension_failure,0.9589514533650388,tags,FALSE,not_significant
elasticsearch,comprehension_failure,-10.527724061743628,tags,TRUE,under_represented
google-apps-script,comprehension_failure,1.5040855314797401,tags,FALSE,not_significant
templates,comprehension_failure,15.394732113105707,tags,TRUE,over_represented
ruby-on-rails-3,comprehension_failure,-6.596607863797217,tags,TRUE,under_represented
security,comprehension_failure,5.721248839254793,tags,TRUE,over_represented
variables,comprehension_failure,6.957001037863876,tags,TRUE,over_represented
machine-learning,comprehension_failure,1.65428020484998,tags,FALSE,not_significant
flask,comprehension_failure,-7.192406026061078,tags,TRUE,under_represented
sql-server-2008,comprehension_failure,-4.628097228679983,tags,TRUE,under_represented
exception,comprehension_failure,-5.73449011177398,tags,TRUE,under_represented
tkinter,comprehension_failure,6.612588556128614,tags,TRUE,over_represented
delphi,comprehension_failure,4.687144754255106,tags,TRUE,over_represented
nginx,comprehension_failure,-4.577309469289798,tags,TRUE,under_represented
listview,comprehension_failure,-5.493837085205234,tags,TRUE,under_represented
haskell,comprehension_failure,8.663786162004964,tags,TRUE,over_represented
debugging,comprehension_failure,-0.8917748501356453,tags,FALSE,not_significant
asynchronous,comprehension_failure,2.4017312265431228,tags,TRUE,over_represented
jpa,comprehension_failure,-3.8916442634210116,tags,TRUE,under_represented
jsp,comprehension_failure,-6.199335096755933,tags,TRUE,under_represented
web-scraping,comprehension_failure,-11.024627784120591,tags,TRUE,under_represented
gradle,comprehension_failure,-11.020826571546582,tags,TRUE,under_represented
batch-file,comprehension_failure,0.36113692463819796,tags,FALSE,not_significant
generics,comprehension_failure,10.602781368343614,tags,TRUE,over_represented
xamarin,comprehension_failure,0.6796505861066724,tags,FALSE,not_significant
pdf,comprehension_failure,-1.902910921882918,tags,FALSE,not_significant
google-cloud-platform,comprehension_failure,-6.752010152423126,tags,TRUE,under_represented
wcf,comprehension_failure,-1.76456595710086,tags,FALSE,not_significant
amazon-s3,comprehension_failure,-4.416735879112838,tags,TRUE,under_represented
ssl,comprehension_failure,-6.583440768839966,tags,TRUE,under_represented
testing,comprehension_failure,-4.711704033778817,tags,TRUE,under_represented
jenkins,comprehension_failure,-2.9715953799679697,tags,TRUE,under_represented
npm,comprehension_failure,-9.701180648776036,tags,TRUE,under_represented
unix,comprehension_failure,3.169065784586273,tags,TRUE,over_represented
recursion,comprehension_failure,9.092230010548917,tags,TRUE,over_represented
ionic-framework,comprehension_failure,-6.411246667353361,tags,TRUE,under_represented
network-programming,comprehension_failure,2.5744130882002736,tags,TRUE,over_represented
google-app-engine,comprehension_failure,-2.165318380192221,tags,TRUE,under_represented
visual-studio-2010,comprehension_failure,0.6786870441452859,tags,FALSE,not_significant
mongoose,comprehension_failure,-8.09594445183978,tags,TRUE,under_represented
assembly,comprehension_failure,-1.71901357416785,tags,FALSE,not_significant
.net-core,comprehension_failure,-3.124950273489199,tags,TRUE,under_represented
android-fragments,comprehension_failure,-8.09448922789612,tags,TRUE,under_represented
math,comprehension_failure,11.633842510778095,tags,TRUE,over_represented
join,comprehension_failure,1.5343424649240383,tags,FALSE,not_significant
winapi,comprehension_failure,1.1677714115368782,tags,FALSE,not_significant
svg,comprehension_failure,11.551887849312449,tags,TRUE,over_represented
rust,comprehension_failure,-1.987689115247874,tags,FALSE,not_significant
animation,comprehension_failure,7.029333899854096,tags,TRUE,over_represented
session,comprehension_failure,-2.4187674773261367,tags,TRUE,under_represented
intellij-idea,comprehension_failure,-1.889955847287761,tags,FALSE,not_significant
django-models,comprehension_failure,-6.589805732565811,tags,TRUE,under_represented
laravel-5,comprehension_failure,-8.158114183691566,tags,TRUE,under_represented
curl,comprehension_failure,-7.504455502159094,tags,TRUE,under_represented
hadoop,comprehension_failure,-5.280937757726434,tags,TRUE,under_represented
javascript,intent_confusion,5.092870141717833,tags,TRUE,over_represented
python,intent_confusion,4.946944154522246,tags,TRUE,over_represented
java,intent_confusion,4.097404359115779,tags,TRUE,over_represented
c#,intent_confusion,17.090868415273352,tags,TRUE,over_represented
php,intent_confusion,-3.7393625735928224,tags,TRUE,under_represented
android,intent_confusion,-16.481779305142513,tags,TRUE,under_represented
html,intent_confusion,-10.245440460019346,tags,TRUE,under_represented
jquery,intent_confusion,-3.723760999022021,tags,TRUE,under_represented
c++,intent_confusion,21.251225247162893,tags,TRUE,over_represented
css,intent_confusion,-11.513125738981188,tags,TRUE,under_represented
sql,intent_confusion,5.1018555144000395,tags,TRUE,over_represented
ios,intent_confusion,-8.341438461978994,tags,TRUE,under_represented
mysql,intent_confusion,-2.405281466813243,tags,TRUE,under_represented
r,intent_confusion,-11.79228283880054,tags,TRUE,under_represented
reactjs,intent_confusion,-1.609197690405308,tags,FALSE,not_significant
node.js,intent_confusion,-4.347401393648084,tags,TRUE,under_represented
arrays,intent_confusion,10.426906861850535,tags,TRUE,over_represented
c,intent_confusion,16.820475822614902,tags,TRUE,over_represented
asp.net,intent_confusion,-2.1866935309425863,tags,TRUE,under_represented
json,intent_confusion,-7.1371606768372375,tags,TRUE,under_represented
.net,intent_confusion,8.04668848534022,tags,TRUE,over_represented
sql-server,intent_confusion,10.7334041677273,tags,TRUE,over_represented
python-3.x,intent_confusion,6.362776266805725,tags,TRUE,over_represented
ruby-on-rails,intent_confusion,-10.78590349350272,tags,TRUE,under_represented
swift,intent_confusion,-0.6442468257928387,tags,FALSE,not_significant
django,intent_confusion,-5.929730853747877,tags,TRUE,under_represented
angular,intent_confusion,-1.0295956351494793,tags,FALSE,not_significant
objective-c,intent_confusion,-3.6452230925273836,tags,TRUE,under_represented
excel,intent_confusion,-2.826730068369175,tags,TRUE,under_represented
pandas,intent_confusion,-2.2945107675549314,tags,TRUE,under_represented
regex,intent_confusion,2.750248341473775,tags,TRUE,over_represented
angularjs,intent_confusion,-0.37130666686175945,tags,FALSE,not_significant
typescript,intent_confusion,5.811219632678854,tags,TRUE,over_represented
ruby,intent_confusion,-1.1829608854288614,tags,FALSE,not_significant
linux,intent_confusion,1.2452336519978116,tags,FALSE,not_significant
ajax,intent_confusion,-4.4962052343104295,tags,TRUE,under_represented
iphone,intent_confusion,-5.802336867947404,tags,TRUE,under_represented
vba,intent_confusion,-0.09493186976558671,tags,FALSE,not_significant
xml,intent_confusion,-8.035574569648933,tags,TRUE,under_represented
laravel,intent_confusion,-4.745751853673648,tags,TRUE,under_represented
spring,intent_confusion,-2.8927726213838434,tags,TRUE,under_represented
asp.net-mvc,intent_confusion,5.391140071501752,tags,TRUE,over_represented
database,intent_confusion,-3.9201478669297534,tags,TRUE,under_represented
wordpress,intent_confusion,-8.800267493783608,tags,TRUE,under_represented
string,intent_confusion,6.805266690095453,tags,TRUE,over_represented
postgresql,intent_confusion,-2.229963568632991,tags,TRUE,under_represented
flutter,intent_confusion,-5.640838036619808,tags,TRUE,under_represented
mongodb,intent_confusion,-3.1292181216817143,tags,TRUE,under_represented
wpf,intent_confusion,1.2792453995516728,tags,FALSE,not_significant
windows,intent_confusion,-0.3292227623685066,tags,FALSE,not_significant
bash,intent_confusion,9.946578616751262,tags,TRUE,over_represented
xcode,intent_confusion,-7.815193192662808,tags,TRUE,under_represented
amazon-web-services,intent_confusion,-7.573805047572623,tags,TRUE,under_represented
oracle-database,intent_confusion,4.528245812897456,tags,TRUE,over_represented
git,intent_confusion,-5.445091544362404,tags,TRUE,under_represented
dataframe,intent_confusion,-3.2720433101372937,tags,TRUE,under_represented
spring-boot,intent_confusion,-1.837820301854431,tags,FALSE,not_significant
azure,intent_confusion,-6.419397010206151,tags,TRUE,under_represented
list,intent_confusion,5.70943616881268,tags,TRUE,over_represented
multithreading,intent_confusion,13.854362337682272,tags,TRUE,over_represented
firebase,intent_confusion,-9.737802944401576,tags,TRUE,under_represented
vb.net,intent_confusion,2.5516206676564614,tags,TRUE,over_represented
docker,intent_confusion,-3.221540113722099,tags,TRUE,under_represented
react-native,intent_confusion,-6.7154278888216945,tags,TRUE,under_represented
eclipse,intent_confusion,-8.141435349377154,tags,TRUE,under_represented
algorithm,intent_confusion,-9.732045707227341,tags,TRUE,under_represented
powershell,intent_confusion,0.8100917079094638,tags,FALSE,not_significant
macos,intent_confusion,-4.621036756460589,tags,TRUE,under_represented
numpy,intent_confusion,3.6257744551624667,tags,TRUE,over_represented
visual-studio,intent_confusion,-4.827839829570034,tags,TRUE,under_represented
forms,intent_confusion,-4.137405669796111,tags,TRUE,under_represented
image,intent_confusion,-5.3809250597814895,tags,TRUE,under_represented
function,intent_confusion,12.755252133136961,tags,TRUE,over_represented
scala,intent_confusion,4.366395088070692,tags,TRUE,over_represented
vue.js,intent_confusion,-2.011820658778127,tags,TRUE,under_represented
twitter-bootstrap,intent_confusion,-6.096151886951865,tags,TRUE,under_represented
performance,intent_confusion,4.225960200401317,tags,TRUE,over_represented
winforms,intent_confusion,-0.2685958459659218,tags,FALSE,not_significant
selenium,intent_confusion,3.710672425282151,tags,TRUE,over_represented
loops,intent_confusion,12.44000570203907,tags,TRUE,over_represented
kotlin,intent_confusion,2.7145293400230717,tags,TRUE,over_represented
sqlite,intent_confusion,-5.607371050178894,tags,TRUE,under_represented
matlab,intent_confusion,-4.276524581109813,tags,TRUE,under_represented
python-2.7,intent_confusion,-1.1149114934484188,tags,FALSE,not_significant
hibernate,intent_confusion,-1.8321307178453503,tags,FALSE,not_significant
shell,intent_confusion,6.005864181998652,tags,TRUE,over_represented
express,intent_confusion,-3.656631154367403,tags,TRUE,under_represented
dart,intent_confusion,-1.2759234456388284,tags,FALSE,not_significant
entity-framework,intent_confusion,2.000907794258651,tags,TRUE,over_represented
csv,intent_confusion,-4.5178258366722615,tags,TRUE,under_represented
rest,intent_confusion,-2.996125996255722,tags,TRUE,under_represented
apache,intent_confusion,-5.016788971670966,tags,TRUE,under_represented
maven,intent_confusion,2.4027716416453373,tags,TRUE,over_represented
android-studio,intent_confusion,-4.593826359848224,tags,TRUE,under_represented
linq,intent_confusion,4.096933069293126,tags,TRUE,over_represented
dictionary,intent_confusion,6.661602024349188,tags,TRUE,over_represented
qt,intent_confusion,-0.8360475593345629,tags,FALSE,not_significant
asp.net-core,intent_confusion,-0.1759990799539772,tags,FALSE,not_significant
unit-testing,intent_confusion,4.930419194194071,tags,TRUE,over_represented
facebook,intent_confusion,-4.725350301442157,tags,TRUE,under_represented
swing,intent_confusion,-0.683577818701817,tags,FALSE,not_significant
file,intent_confusion,-0.9310101621384653,tags,FALSE,not_significant
class,intent_confusion,12.482003837958592,tags,TRUE,over_represented
apache-spark,intent_confusion,0.04868941023703803,tags,FALSE,not_significant
tensorflow,intent_confusion,-2.915425250346456,tags,TRUE,under_represented
sorting,intent_confusion,-3.3498802065466085,tags,TRUE,under_represented
date,intent_confusion,-5.067304401726159,tags,TRUE,under_represented
unity-game-engine,intent_confusion,-7.027162110391213,tags,TRUE,under_represented
t-sql,intent_confusion,7.895955369674188,tags,TRUE,over_represented
go,intent_confusion,3.5437825107652503,tags,TRUE,over_represented
authentication,intent_confusion,0.6544206224107445,tags,FALSE,not_significant
symfony,intent_confusion,-3.062371565686417,tags,TRUE,under_represented
for-loop,intent_confusion,12.549369370458,tags,TRUE,over_represented
.htaccess,intent_confusion,-2.227191707105126,tags,TRUE,under_represented
matplotlib,intent_confusion,-5.744925397509613,tags,TRUE,under_represented
datetime,intent_confusion,-3.8957186114590567,tags,TRUE,under_represented
opencv,intent_confusion,-5.8170335008850325,tags,TRUE,under_represented
google-chrome,intent_confusion,-1.793538363845161,tags,FALSE,not_significant
codeigniter,intent_confusion,-1.364104486558819,tags,FALSE,not_significant
perl,intent_confusion,-0.5035434790160135,tags,FALSE,not_significant
validation,intent_confusion,0.7684951771010815,tags,FALSE,not_significant
http,intent_confusion,-2.173839226051021,tags,TRUE,under_represented
sockets,intent_confusion,-1.946994599765549,tags,FALSE,not_significant
object,intent_confusion,4.05435371637134,tags,TRUE,over_represented
google-maps,intent_confusion,-5.9570845972217965,tags,TRUE,under_represented
uitableview,intent_confusion,-4.750383485412782,tags,TRUE,under_represented
xaml,intent_confusion,-1.441812949455034,tags,FALSE,not_significant
if-statement,intent_confusion,8.396531175150068,tags,TRUE,over_represented
oop,intent_confusion,15.602415366443338,tags,TRUE,over_represented
ubuntu,intent_confusion,-5.512562824720696,tags,TRUE,under_represented
cordova,intent_confusion,-4.751736565617083,tags,TRUE,under_represented
visual-studio-code,intent_confusion,-3.0045819487220915,tags,TRUE,under_represented
email,intent_confusion,-4.826066608160665,tags,TRUE,under_represented
android-layout,intent_confusion,-2.8489150572945254,tags,TRUE,under_represented
ms-access,intent_confusion,-3.6346247641238896,tags,TRUE,under_represented
web-services,intent_confusion,-5.314407873762532,tags,TRUE,under_represented
spring-mvc,intent_confusion,-3.8383994802462698,tags,TRUE,under_represented
ggplot2,intent_confusion,-6.010134916418114,tags,TRUE,under_represented
parsing,intent_confusion,-3.6373194722936373,tags,TRUE,under_represented
pointers,intent_confusion,14.2436553663455,tags,TRUE,over_represented
github,intent_confusion,-4.735229787500688,tags,TRUE,under_represented
user-interface,intent_confusion,-2.9298940884173788,tags,TRUE,under_represented
kubernetes,intent_confusion,0.032657033185746025,tags,FALSE,not_significant
c++11,intent_confusion,11.598630670329207,tags,TRUE,over_represented
selenium-webdriver,intent_confusion,2.1882739370727093,tags,TRUE,over_represented
google-sheets,intent_confusion,-6.878295837084142,tags,TRUE,under_represented
elasticsearch,intent_confusion,-4.90709328065801,tags,TRUE,under_represented
google-apps-script,intent_confusion,-7.163432927205211,tags,TRUE,under_represented
templates,intent_confusion,8.852335904813328,tags,TRUE,over_represented
ruby-on-rails-3,intent_confusion,-3.8605815487291086,tags,TRUE,under_represented
security,intent_confusion,3.8229661571428335,tags,TRUE,over_represented
variables,intent_confusion,5.725321115795266,tags,TRUE,over_represented
machine-learning,intent_confusion,-2.247623983734351,tags,TRUE,under_represented
flask,intent_confusion,-2.5402329494637876,tags,TRUE,under_represented
sql-server-2008,intent_confusion,2.8035667519360725,tags,TRUE,over_represented
exception,intent_confusion,3.7581968791800806,tags,TRUE,over_represented
tkinter,intent_confusion,-0.13889900649626044,tags,FALSE,not_significant
delphi,intent_confusion,-2.079084319004886,tags,TRUE,under_represented
nginx,intent_confusion,-3.23349680505523,tags,TRUE,under_represented
listview,intent_confusion,-5.642659492656573,tags,TRUE,under_represented
haskell,intent_confusion,-0.004989995453455722,tags,FALSE,not_significant
debugging,intent_confusion,-4.399158996487029,tags,TRUE,under_represented
asynchronous,intent_confusion,7.498433921540527,tags,TRUE,over_represented
jpa,intent_confusion,2.008117695169477,tags,TRUE,over_represented
jsp,intent_confusion,-2.6458700443412506,tags,TRUE,under_represented
web-scraping,intent_confusion,-4.902218555913271,tags,TRUE,under_represented
gradle,intent_confusion,-1.966640705455241,tags,FALSE,not_significant
batch-file,intent_confusion,6.958340287504293,tags,TRUE,over_represented
generics,intent_confusion,21.920689052349452,tags,TRUE,over_represented
xamarin,intent_confusion,-5.503020708020447,tags,TRUE,under_represented
pdf,intent_confusion,-4.491116441081932,tags,TRUE,under_represented
google-cloud-platform,intent_confusion,-3.147115142024369,tags,TRUE,under_represented
wcf,intent_confusion,-3.3432977269705018,tags,TRUE,under_represented
amazon-s3,intent_confusion,-6.966066168923885,tags,TRUE,under_represented
ssl,intent_confusion,-2.174823912846513,tags,TRUE,under_represented
testing,intent_confusion,0.177204841304094,tags,FALSE,not_significant
jenkins,intent_confusion,-2.723445977390653,tags,TRUE,under_represented
npm,intent_confusion,-1.0871503532027242,tags,FALSE,not_significant
unix,intent_confusion,2.4365144103262613,tags,TRUE,over_represented
recursion,intent_confusion,7.933461334659402,tags,TRUE,over_represented
ionic-framework,intent_confusion,-4.026670231389282,tags,TRUE,under_represented
network-programming,intent_confusion,-2.785668853679637,tags,TRUE,under_represented
google-app-engine,intent_confusion,-5.530434859184829,tags,TRUE,under_represented
visual-studio-2010,intent_confusion,-2.9419181373900782,tags,TRUE,under_represented
mongoose,intent_confusion,-3.5703736050321724,tags,TRUE,under_represented
assembly,intent_confusion,5.448889450651227,tags,TRUE,over_represented
.net-core,intent_confusion,4.360465062314656,tags,TRUE,over_represented
android-fragments,intent_confusion,-3.475877101977023,tags,TRUE,under_represented
math,intent_confusion,-4.445407410119346,tags,TRUE,under_represented
join,intent_confusion,1.7257751698562145,tags,FALSE,not_significant
winapi,intent_confusion,2.1646009584081956,tags,TRUE,over_represented
svg,intent_confusion,-4.004577537558705,tags,TRUE,under_represented
rust,intent_confusion,2.567788082985757,tags,TRUE,over_represented
animation,intent_confusion,-4.011336354677664,tags,TRUE,under_represented
session,intent_confusion,-0.5034334643928119,tags,FALSE,not_significant
intellij-idea,intent_confusion,-5.294798422341782,tags,TRUE,under_represented
django-models,intent_confusion,-1.4572837442455433,tags,FALSE,not_significant
laravel-5,intent_confusion,-1.3552541523662631,tags,FALSE,not_significant
curl,intent_confusion,-2.568366928724752,tags,TRUE,under_represented
hadoop,intent_confusion,-1.840633933797408,tags,FALSE,not_significant
javascript,terminology,-2.2875389030491924,tags,TRUE,under_represented
python,terminology,0.3652129423456049,tags,FALSE,not_significant
java,terminology,13.949637124647033,tags,TRUE,over_represented
c#,terminology,-7.250346572102685,tags,TRUE,under_represented
php,terminology,-0.5400172497036875,tags,FALSE,not_significant
android,terminology,14.86096655178652,tags,TRUE,over_represented
html,terminology,2.7148768468176123,tags,TRUE,over_represented
jquery,terminology,-4.180634089877067,tags,TRUE,under_represented
c++,terminology,5.602099513211818,tags,TRUE,over_represented
css,terminology,-0.49241510495913016,tags,FALSE,not_significant
sql,terminology,-3.0858141986441905,tags,TRUE,under_represented
ios,terminology,4.416152913083032,tags,TRUE,over_represented
mysql,terminology,-1.0528278792921157,tags,FALSE,not_significant
r,terminology,-1.2669073236690274,tags,FALSE,not_significant
reactjs,terminology,-0.8553728016375408,tags,FALSE,not_significant
node.js,terminology,-4.353655426817161,tags,TRUE,under_represented
