term,odds_ratio,std.error,statistic,p.value,conf.low,conf.high,p_adj
topicazure,0.7168284210180775,0.008945577067221468,-37.21601924033818,3.7583791084933476e-303,0.704341678176378,0.7294819178210923,2.8910608526871906e-302
topicbash,1.0947411918260421,0.007364706467164414,12.290779169427571,1.01522735666788e-34,1.0790292246305482,1.1106343756852075,1.5266576791998195e-34
topicbatch-file,1.0312563124034226,0.012982214693094579,2.3707649653075995,0.017751315246301066,1.0052715521254876,1.0577549505897046,0.01888437792159688
topicc,1.6183649530455824,0.004309679539114381,111.70583495992531,0,1.6047453538542567,1.6320857679336656,0
topicc#,1.1984047366590074,0.0028393330342834466,63.744296309539344,0,1.191753472856924,1.2050919247795977,0
topicc++,1.4797242806725834,0.0033847298393697503,115.77165451134714,0,1.4699376776719373,1.489570763937594,0
topicc++11,1.6218861010387788,0.010594104979322044,45.64705870516635,0,1.5884925713928264,1.655849317087218,0
topicclass,1.4638963733633183,0.009260806383507804,41.152099939242966,0,1.4375195105976681,1.490663149552287,0
topiccodeigniter,0.8526264456473411,0.011935065534752997,-13.358431675054403,1.0576915233911518e-40,0.8328565031247378,0.8727499623217898,1.6526430052986746e-40
topiccordova,0.5716881591603274,0.015125703701018392,-36.96764286877144,3.792662948950971e-299,0.5549157804006235,0.5888271150343682,2.8093799621859047e-298
topiccss,0.9053611546890006,0.003852098707026568,-25.80965766837726,6.908541130583304e-147,0.8985477259787722,0.9122191976251741,2.3418783493502726e-146
topiccsv,1.0832387840477418,0.009627779497262063,8.304659202452276,1.0010635971333469e-16,1.0629478147080917,1.1038311378043628,1.3000825936796714e-16
topiccurl,0.8107121444982263,0.015323214641376835,-13.694399755536029,1.0966282413028362e-42,0.7866349790426957,0.8353375321374429,1.74067974809974e-42
topicdart,0.6901862792430659,0.01121965550017468,-33.048585841418486,1.6300986718088655e-239,0.6751305878980404,0.7054910876994578,1.0516765624573325e-238
topicdatabase,1.098582085769999,0.006688789820026322,14.056404507535088,7.037177609149806e-45,1.0842551416101924,1.1130602708476744,1.1350286466370654e-44
topicdataframe,0.7691042251575676,0.008562746907735265,-30.659411999939387,1.9797389691174834e-206,0.7562777625233613,0.7820959550283243,1.0998549828430464e-205
topicdate,1.0266350653991163,0.010571690223540233,2.486501858492452,0.012900589579865443,1.0055326074217381,1.0480787857452671,0.013871601698780045
topicdatetime,1.0629823846355055,0.01083550254149968,5.636889255508277,1.7314938251332476e-8,1.0405925820154496,1.085744325676322,2.0736452995607754e-8
topicdebugging,0.943775624345,0.0132654635829194,-4.362216729324826,1.287512312899873e-5,0.919478964873398,0.9685588169121618,1.4714426433141404e-5
topicdelphi,1.3087098451920418,0.011755834563757573,22.88581040087648,6.433400548908865e-116,1.2788293941447435,1.3391403215698845,1.738756905110504e-115
topicdictionary,1.2583472000715603,0.009357495895396814,24.557757381397533,3.573777284103027e-133,1.2354360423644688,1.2815946613430087,1.1168054012821961e-132
topicdjango,0.9145822048060788,0.00574973164485666,-15.529059487917872,2.2059134196078447e-54,0.9043216385053524,0.9249359297990432,3.836371164535382e-54
topicdjango-models,0.9647026567965753,0.014336743373234581,-2.506521311057765,0.012192570753121615,0.9378832853877077,0.9921030968968557,0.013181157570942287
topicdocker,0.7704627222343591,0.008955871136096253,-29.11654295779487,2.216692978480687e-186,0.7570274159789635,0.7840786729987975,1.0310199899910174e-185
topiceclipse,0.8717021325294961,0.008957085487763344,-15.329484657948116,4.858255712059567e-53,0.8565010932954263,0.8871096849383441,8.304710618905242e-53
topicelasticsearch,0.757932376174981,0.01379147331202603,-20.096555642631355,7.90964844904994e-90,0.7376486805670582,0.7786298688269904,1.8610937527176328e-89
topicemail,0.8340271162523012,0.013067674629892284,-13.888420763462996,7.445894597517686e-44,0.8128699644104334,0.8555969823404794,1.1913431356028298e-43
topicentity-framework,1.1480938597373604,0.009396282238873094,14.697627252725555,6.675819030610403e-49,1.1271025476620409,1.1693915432212114,1.1034411620843641e-48
topicexcel,1.0254458029053015,0.005691443446816274,4.414951661101966,1.0103256386334863e-5,1.014058284537667,1.0369367023767486,1.1612938375097544e-5
topicexception,1.1959499615172624,0.012008566397505326,14.901097311174693,3.242108468836999e-50,1.1680596804541183,1.2243591786082242,5.448921796364704e-50
topicexpress,0.8372955122155803,0.010404470359749316,-17.06749151803179,2.590955790555394e-65,0.8203519345510998,0.854503884039653,4.982607289529604e-65
topicfacebook,0.6558345283551086,0.012110939052468897,-34.83187912929627,8.009160716836959e-266,0.6404001535666767,0.6715429015806434,5.523559115059971e-265
topicfile,1.2434465699800346,0.009679901304947945,22.509218743803267,3.371594714214961e-112,1.2200320649072902,1.2672157233943815,8.990919237906563e-112
topicfirebase,0.8598644906912062,0.008463163321222133,-17.839720844686262,3.474272284305508e-71,0.8456916039910378,0.8742196402445551,7.0903516006234855e-71
topicflask,0.7895255236165314,0.013885828575634756,-17.019014435122223,5.9361402277792745e-65,0.7682543748398779,0.8112350571859577,1.1095589210802382e-64
topicflutter,0.6357973151166371,0.0085784132050202265,-52.792450367392014,0,0.6251722145890553,0.6465575297595225,0
topicfor-loop,1.2567072223103384,0.010200297733672259,22.40081521466533,3.8644233378542275e-111,1.2317807158147338,1.282031375878882,1.016953509961639e-110
topicforms,1.0684600634934507,0.008699661854908947,7.6116083531113965,2.7070581516989768e-14,1.050362853467081,1.086800886656627,3.448481721909524e-14
topicfunction,1.2491635789995696,0.008295935499271715,26.817251720610635,2.0334366957226442e-158,1.228983820016846,1.269607103830647,7.820910368164017e-158
topicgenerics,1.4073815690460139,0.011735027114034709,29.12059183136485,1.969895146565419e-186,1.3753071079955552,1.4400504664152343,9.380453078882947e-186
topicggplot2,0.7118208477846516,0.013977697190226252,-24.319386296980817,1.2226715524430418e-130,0.6925147803440116,0.7315239481610895,3.5960928013030642e-130
topicgit,1.0840245040391299,0.007495895679799653,10.763291194344156,5.1304477752572366e-27,1.0681906060770903,1.100043883656238,7.076479690009982e-27
topicgithub,0.8650081048482805,0.013036196284033349,-11.124134614708943,9.573031233984917e-29,0.843118332388834,0.8873252674064392,1.3483142583077348e-28
topicgo,0.8104892459382393,0.01181891281345869,-17.778048593795585,1.0455629647766623e-70,0.7918766457691336,0.8294301017979093,2.0911259295533246e-70
topicgoogle-app-engine,0.8079490003899835,0.014800499081393335,-14.408726328047539,4.560429369024874e-47,0.7847635989636436,0.8316443295173735,7.415332307357519e-47
topicgoogle-apps-script,1.2745524380008053,0.011530523288755269,21.039382332533638,2.8607985213092425e-98,1.2460039860304293,1.3036149636046837,6.977557369046933e-98
topicgoogle-chrome,0.7389929028328416,0.012545452544775796,-24.10968920770171,1.9782584564536352e-128,0.7209862446040294,0.7573335892708606,5.734082482474305e-128
topicgoogle-cloud-platform,0.781105822636911,0.014501204336838774,-17.036146532987367,4.429743310955153e-65,0.7591382833810538,0.80354545726926,8.358006247085194e-65
topicgoogle-maps,0.6938254903227742,0.01330698657902865,-27.46939006745509,4.076527604768054e-166,0.6759012321019051,0.7121002344196912,1.663888818272675e-165
topicgoogle-sheets,1.0251135865360543,0.0123277151778166,2.012004838340719,0.04421942696514528,1.000573876981113,1.0501142652492008,0.046793044407561143
topicgradle,0.6801032115675371,0.01515043915152775,-25.44551393903479,7.914599818467635e-143,0.6601249550426663,0.7005247260709668,2.5530967156347207e-142
topichadoop,0.6747241343291126,0.01647574056003443,-23.880648040991755,4.866819401197566e-126,0.6531900729999879,0.6967770819774947,1.3709350425908634e-125
topichaskell,1.2671334901819922,0.011957432580304586,19.800007523248482,2.976493013893428e-87,1.2377096424221272,1.2971060477721805,6.717447182807982e-87
topichibernate,0.9179199078506863,0.010029785285215998,-8.539079958579718,1.3529473513232849e-17,0.9000104586517066,0.9361017256154405,1.7685586291807647e-17
topichtml,0.9887613682937185,0.0032698155940554512,-3.4565442603935277,5.471493451832946e-4,0.9824430145903813,0.9951167546064759,6.079437168703274e-4
topichttp,0.8887436878163846,0.011941699774846999,-9.876851908021058,5.245494614997507e-23,0.8681258424213315,0.9097318537309939,7.088506236483118e-23
topicif-statement,1.2467108566896006,0.010977298401033049,20.08770834286748,9.452531914730916e-90,1.22011422600703,1.2737628026358865,2.198263235983934e-89
topicimage,0.9938468487135868,0.008933744355909027,-0.6908816383608869,0.4896399260031325,0.9765624774036755,1.0113682157526356,0.4970963715767842
topicintellij-idea,0.7224459557249016,0.015974803412737954,-20.351590887118267,4.494490596204992e-92,0.7000844904401032,0.7453328621125862,1.0701168086202362e-91
topicionic-framework,0.6214023624657576,0.016355508331537368,-29.089678568361734,4.849010417755864e-186,0.6017099768002893,0.6415628108410736,2.204095644434484e-185
topicios,0.9057114645060548,0.004128275260707218,-23.989314969453382,3.59505902933719e-127,0.8984079911136796,0.9130653239950153,1.0271597226677686e-126
topiciphone,0.8736783066831623,0.006825904609362494,-19.78390396085904,4.097087274229592e-87,0.8620503949108378,0.8854288627588455,9.104638387176871e-87
topicjava,1.1370463329315033,0.0027408438080147013,46.85927878203204,0,1.1309541504714473,1.1431707072131059,0
topicjenkins,0.6299259838346536,0.01590793434443497,-29.051726168142675,1.4634474709826504e-185,0.610504169341199,0.6497973561275673,6.504210982145113e-185
topicjoin,1.1819248157466706,0.013267271446072202,12.598242975650113,2.1590046761807117e-36,1.1515007296845365,1.2129725345990856,3.2712192063344114e-36
topicjpa,0.9903772119918264,0.013054283774303028,-0.7407059917833012,0.45887172556302125,0.9652841846885755,1.015967175338513,0.46823645465614416
topicjquery,1.0357310834532656,0.003392776963644345,10.34772947427767,4.285278888417676e-25,1.0288642695338062,1.0426392402204925,5.8303114128131645e-25
topicjson,1.028186779483743,0.005168171313454252,5.378467730240862,7.512244339889693e-8,1.0178148602606216,1.038645327936004,8.943148023678206e-8
topicjsp,0.9437118616081435,0.013322414857512664,-4.348640347574902,1.3698414338244973e-5,0.9193135513258088,0.9686008027216836,1.5478434280502794e-5
topickotlin,0.7814108329964828,0.010557401221355412,-23.36315800754484,1.0129427357242002e-120,0.7653663091451443,0.7977081774749416,2.8137298214561117e-120
topickubernetes,0.7427755026326808,0.013828999992941527,-21.5027427841022,1.46753306832878e-102,0.7228433208395608,0.7631147140757246,3.762905303407128e-102
topiclaravel,0.8376337958717854,0.007043599631274031,-25.153938476443948,1.2797149676978233e-139,0.8261314628308781,0.8492605624519378,4.062587199040709e-139
topiclaravel-5,0.8390403855184336,0.015105214048693227,-11.618268884214421,3.3281147381926425e-31,0.8144736794843995,0.8641602668586912,4.823354693032815e-31
topiclinq,1.3426178898495025,0.00913196527617822,32.2626453674983,2.3387071910040727e-228,1.3187587892171533,1.3668215268836486,1.4616919943775453e-227
topiclinux,0.9813688339536426,0.006464519193095177,-2.909251560742858,0.0036229520924619535,0.9689969009539682,0.9938661489705929,0.0039595104835649765
topiclist,1.2500892159766597,0.007393206657390003,30.19189532941075,3.0261400423763263e-200,1.2320800482020025,1.2683095556488895,1.6357513742574736e-199
topiclistview,1.019634486588011,0.012845089738221968,1.513747041761461,0.13009000889543437,0.9942110642069368,1.0455548909407844,0.1348082993735071
topicloops,1.2638217116473043,0.008844084282424915,26.474220211740185,1.9204353517922385e-154,1.2420651679767145,1.2858809056314213,6.85869768497228e-154
topicmachine-learning,0.9560512430125231,0.012922185964391075,-3.4780311948425773,5.051111379183117e-4,0.9320698134198592,0.9805012477224262,5.643699865009069e-4
topicmacos,0.772262271085193,0.009648960449558545,-26.783305685451353,5.056899991987877e-158,0.757760519111984,0.786973396165657,1.908264147919954e-157
topicmath,1.7157365502388005,0.011740293343668324,45.98202514835825,0,1.6766261520051216,1.7555903869466356,0
topicmatlab,1.1495180543770855,0.009251255041456656,15.062039773035199,2.877694101919239e-51,1.1288229078018432,1.170510807758152,4.877447630371591e-51
topicmatplotlib,0.8233583640869309,0.01185246418941273,-16.398593040166784,1.9571848266142403e-60,0.8043973433172583,0.8426551683944238,3.5264591470526853e-60
topicmaven,0.925206221652932,0.01031555369935097,-7.53605926117729,4.843865225681448e-14,0.9066442357798277,0.9440584638263931,6.092912233561569e-14
topicmongodb,0.7608711999276248,0.008017766073324072,-34.08570218018087,1.2014616308024892e-254,0.7489850028892112,0.7729012616987793,8.009744205349928e-254
topicmongoose,0.735669429048281,0.015459907327651932,-19.85616083965811,9.748372913952095e-88,0.7136251230947637,0.7582159148168311,2.241005267575194e-87
topicms-access,1.1459884650361218,0.01169207767315948,11.65469103418659,2.1716668189920988e-31,1.1199604118501407,1.1724861161655822,3.1703165240760567e-31
topicmultithreading,1.4566017889816854,0.007108346724126898,52.91050023129111,0,1.4364237050711341,1.4770116238240236,0
topicmysql,1.1066185875073808,0.0039327343181850384,25.760460813388562,2.4611272633438787e-146,1.0981171698973335,1.1151771777889943,8.203757544479595e-146
topicnetwork-programming,0.9763614971542838,0.01377090373257279,-1.7371681032096216,0.08235750324792415,0.9502788604293853,1.0029878390084,0.08623822329625566
topicnginx,0.6626089383366842,0.01506038280717238,-27.32801049509571,1.971586067615521e-164,0.6432581635691602,0.6823856473680052,7.886344270462085e-164
topicnode.js,0.8257979295261462,0.004987387085991407,-38.377845847363666,3.06e-322,0.8177572092778314,0.8339028337320987,2.554e-321
topicnpm,0.6220721605587515,0.01615804595212253,-29.378501621950523,1.033751063390145e-189,0.6025938817773568,0.6420078988133819,5.301287504564846e-189
topicnumpy,1.02829686166862,0.008728168660459673,3.1969938222979195,0.001388679006090774,1.0108227248367292,1.0460060944164848,0.0015344519404317945
topicobject,1.2952065613653156,0.010622252675367955,24.35172624703922,5.558277248722743e-131,1.2684628950196517,1.3223955107524008,1.6591872384246994e-130
topicobjective-c,1.0267224199969678,0.0056854881128516575,4.638407734094157,3.5110361195103214e-6,1.0153326146326778,1.0382155424234296,4.059001294231586e-6
topicoop,1.5062670118976136,0.010350328025983704,39.57694977111622,0,1.4759596629823883,1.5370751603724713,0
topicopencv,0.9811101019946707,0.011160490412534063,-1.7087592534433085,0.08749555325936503,0.9598284610077706,1.0027529148699583,0.09114120131183859
topicoracle-database,1.0765162128529069,0.007512533015367869,9.81427945364588,9.773369888249735e-23,1.0607572063949653,1.0924600860298617,1.3118617299664075e-22
topicpandas,0.7786979584937834,0.006250148345058412,-40.020176206783006,0,0.7692037786472767,0.7882838347303975,0
topicparsing,1.1196458070377853,0.011854033479257287,9.533665631441403,1.518254447660217e-21,1.0938663076176423,1.1458955673035434,2.024339263546956e-21
topicpdf,0.8535627641738317,0.01396840152059942,-11.335312907095936,8.771802938015867e-30,0.8304332389003962,0.8771750821178594,1.2531147054308382e-29
topicperformance,1.4132794020184203,0.008340032865673277,41.47619397546937,0,1.3903298536753914,1.4365345043438738,0
topicperl,1.3508178408821736,0.010229944555886885,29.395097445619694,6.34405090719774e-190,1.323949144422706,1.3781198793270129,3.3389741616830215e-189
topicphp,1.0404202241966056,0.0030172976368046133,13.13251062357692,2.144276381176331e-39,1.034284362945235,1.046590310229404,3.3244595056997377e-39
topicpointers,1.7834982342833567,0.010279935657684171,56.28213590567382,0,1.747861061892583,1.819732988311093,0
topicpostgresql,0.849765361112632,0.007591356350574024,-21.44478612744229,5.1080502334931456e-102,0.8371939288287759,0.862482678984419,1.2931772743020623e-101
topicpowershell,0.7936927933330397,0.009417704195610346,-24.534514778203302,6.328624901019494e-133,0.7791438548206222,0.8084474319132906,1.9472692003136906e-132
topicpython,0.9857614043168356,0.0027122435106318754,-5.287481399620084,1.2401196659285826e-7,0.9805347357483524,0.9910154332825933,1.4675972377853048e-7
topicpython-2.7,1.0072148181333247,0.00969270196485203,0.7416833687129912,0.4582791986864943,0.9882204677150782,1.0264911131946621,0.46823645465614416
topicpython-3.x,0.9378586444007093,0.00547270468216828,-11.722912890644896,9.726890383120559e-32,0.9278421194149976,0.9479624494538086,1.4304250563412589e-31
topicqt,0.9241215501596348,0.0104558994851956,-7.54709514107539,4.450734610602139e-14,0.9053309632701978,0.9432097990811369,5.633841279243214e-14
topicr,0.7831096792061316,0.00486394707572511,-50.26422232402428,0,0.7756724911402457,0.7906048156752977,0
topicreact-native,0.5926536362434491,0.010131749496421637,-51.63423534047884,0,0.580967186155731,0.6045132257155108,0
topicreactjs,0.780101556059674,0.005071018182367892,-48.97067191767226,0,0.7723785547715328,0.7878868313831733,0
topicrecursion,1.4200739118926917,0.012034404927104255,29.142190495631507,1.0492141901162077e-186,1.3868924431089649,1.4538864374838916,5.118118000566867e-186
topicregex,1.0993201886730586,0.005811936593508254,16.292672319548835,1.1125956264342981e-59,1.0868552937266516,1.111901017650845,1.986777904346961e-59
topicrest,0.8438418975422783,0.010534630597830368,-16.117330887290617,1.9275662752345678e-58,0.8265539659901588,0.8614034528248502,3.411621726078881e-58
topicruby,0.95830913724657385,0.00647638508387185,-6.575406229953055,4.852051376600162e-11,0.9462056778088319,0.9705352209054344,5.917135825122148e-11
topicruby-on-rails,0.8607194594680193,0.0056457231617077774,-26.56642105899904,1.6594299980826836e-155,0.851236853733153,0.8702864232936273,6.146037029935866e-155
topicruby-on-rails-3,0.8113877455727939,0.013537321940579446,-15.439481461702737,8.881139688844373e-54,0.7900716467108294,0.8331333094052855,1.5312309808352367e-53
topicrust,0.9660812344036213,0.014293789499162856,-2.414150195913974,0.01577195932004163,0.9393032087247594,0.9934377949268296,0.016868405689884097
topicscala,0.8557877332460659,0.009449865637533316,-16.479907201284167,5.116333054579355e-61,0.8400484566214526,0.8717516813269004,9.302423735598827e-61
topicsecurity,1.0590571175612415,0.012303446109386077,4.663652770844568,3.106453740255922e-6,1.0337551553763638,1.0848350195879712,3.6121555119254906e-6
topicselenium,0.9193609490093164,0.009761343547463677,-8.61320683295061,7.104475091093253e-18,0.9019001262329784,0.9370805137147866,9.347993540912176e-18
topicselenium-webdriver,0.8646033849026069,0.013096137011581804,-11.108954620358794,1.1348019774541743e-28,0.8426241913633064,0.8870136352291302,1.587135632803041e-28
topicsession,1.0621811522304245,0.013832898317226802,4.3609432656832015,1.2950294529860908e-5,1.0336822290966308,1.0912819068528994,1.4716243783932853e-5
topicshell,1.046706489438867,0.009596023068502716,4.757028764623788,1.9646318393210253e-6,1.0271635136101436,1.0665378399994683,2.297815016749737e-6
topicsockets,1.2196622651737234,0.010817898280829654,18.356059877844988,2.952692908636501e-75,1.1940169177243836,1.2457393794427534,6.216195597129475e-75
topicsorting,1.3294673869427147,0.009693831330698118,29.37728039280092,1.0715568669117825e-189,1.3043987340321206,1.3549190897430574,5.3577843345589125e-189
topicspring,0.883746277114936,0.006952390371912628,-17.775940039169328,1.0856263468311806e-70,0.8717675663700231,0.8958535845970639,2.1497551422399615e-70
topicspring-boot,0.8009577777982806,0.008495165603949256,-26.126276462725915,1.83383687833497e-150,0.7877053985710171,0.8143801931795784,6.434515362578842e-150
topicspring-mvc,0.8851097251431661,0.012863643729770079,-9.487487449954047,2.3666986575155597e-21,0.8630055556925618,0.9076407531523356,3.1347002086298807e-21
topicsql,1.150758897290286,0.0038501800484594686,36.47144643878081,3.145547614352003e-291,1.1421035750858082,1.1594716294578389,2.246819724537145e-290
topicsql-server,1.1588970975366655,0.005118491531391678,28.81098346106997,1.5626041930125172e-182,1.1473191487049765,1.1705718465333619,6.793931273967466e-182
topicsql-server-2008,1.1438183393555876,0.012151116328373198,11.05841491823327,1.9959352670949644e-28,1.1168287775688952,1.171313478487313,2.772132315409673e-28
topicsqlite,0.9305747774339995,0.009931869728254838,-7.244642293962825,4.335819921629353e-13,0.9125946189547159,0.9488261466548913,5.386111703887394e-13
topicssl,0.7558740819700634,0.014732809621849972,-18.997087595602896,1.8027438254284062e-80,0.734279226220546,0.7779390352539405,3.876868441781518e-80
topicstring,1.309095397491302,0.0064423674016097976,41.80704787957216,0,1.292650643650212,1.3257106838120347,0
topicsvg,0.787278457136478,0.015398091572251303,-15.532656823758268,2.0855700362316485e-54,0.7637833042102937,0.8113097940927853,3.6588948004064005e-54
topicswift,1.0018962934571014,0.005402469895921285,0.3506725255137631,0.7258340396691354,0.9913329754317006,1.0125510858066078,0.7331656966354904
topicswing,1.2037431876469704,0.00975156960275239,19.016018178880998,1.2567313150737808e-80,1.1809090880959898,1.2269244051712798,2.7320245979864797e-80
topicsymfony,0.7790797447606924,0.012006848549099055,-20.79162314873411,5.1537819129205744e-96,0.760905561197372,0.7975783309925049,1.2418751597398976e-95
topict-sql,1.1856962531478483,0.010273915523013625,16.578894099478546,9.903452945813136e-62,1.1620085845064998,1.2097620609729005,1.8171473295069976e-61
topictemplates,1.2452403170956454,0.011621048248502424,18.87338666694644,1.8880189381406662e-79,1.2171306901586656,1.273858675897458,4.017061570512056e-79
topictensorflow,0.7091839406672863,0.012036233823896235,-28.550487998113447,2.770037177935721e-179,0.6925981039248525,0.7260642572944884,1.1787392246534983e-178
topictesting,0.7796344705667679,0.01459254166130333,-17.05872098191723,3.010752243875576e-65,0.7575715958132138,0.8021743633042245,5.734766178810621e-65
topictkinter,1.067967043082094,0.012564045023411297,5.233734947779547,1.6611861623320735e-7,1.04191701484171,1.0945177041754237,1.9543366615671455e-7
topictwitter-bootstrap,0.8042841295756463,0.010088316531703301,-21.589595900706293,2.2497117438782626e-103,0.788498936314133,0.8203079704486045,5.843407126956527e-103
topictypescript,0.807123784045212,0.006869164828341853,-31.194219372714237,1.2762351808432815e-213,0.7963132826069087,0.8180482613864625,7.292772461961609e-213
topicubuntu,0.7147401659650015,0.013751801452459207,-24.421251844073854,1.0171061838336302e-131,0.6956652626895976,0.7342012317806828,3.0821399510110004e-131
topicuitableview,1.1569347652469915,0.011121358500649563,13.107577095025063,2.97966262954148e-39,1.1319303718229603,1.1823691882459177,4.584096353140739e-39
topicunit-testing,0.8809668592360063,0.010724401935905589,-11.817467465616074,3.171001565281558e-32,0.8625964863534364,0.8996341780947639,4.6977800967134186e-32
topicunity-game-engine,1.0004677131257433,0.010793312809076595,0.04332347170176106,0.965443681072894,0.9794749204107686,1.0218060268407196,0.965443681072894
topicunix,1.0775458365607895,0.01315101278239158,5.6791125564540845,1.3539536540605833e-8,1.0500464224940467,1.1055985408867135,1.6312694627235945e-8
topicuser-interface,0.9768893182029588,0.012484619049071574,-1.8728581683081331,0.06108797301053812,0.9532079229408776,1.0010189702049022,0.06430312948477697
topicvalidation,0.9212534115074336,0.011780283020263505,-6.962492515293048,3.3430436410712307e-12,0.9001685815665392,0.9427131898975867,4.1018940381242095e-12
topicvariables,1.2795486410695058,0.011678705570529989,21.107424114072465,6.797803615311076e-99,1.2505233061080925,1.309103455032353,1.6784700284718707e-98
topicvb.net,1.1191085098669293,0.007728109865207122,14.561438305317344,4.9407230714415736e-48,1.1022589278612738,1.1361618013347845,8.099546018756678e-48
topicvba,1.1417960865443866,0.006263144311085932,21.171879572276595,1.7349838039116731e-99,1.1278491819164245,1.1558821536605977,4.337459509779183e-99
topicvisual-studio,0.9093892308908118,0.009136564233125095,-10.395820270251082,2.5904833268833747e-25,0.8932158680358101,0.9257873337693815,3.548607297100513e-25
topicvisual-studio-2010,0.9465229448980247,0.014019137964551297,-3.9203599343479527,8.84168130045612e-5,0.9207853698986348,0.9728049259875983,9.934473371299012e-5
topicvisual-studio-code,0.6947858978768057,0.013990466126675311,-26.02854959866954,2.35378756886073e-149,0.6759241036505119,0.7140351815883749,8.116508858140448e-149
topicvue.js,0.7236568305749366,0.010321518218438847,-31.336280481142445,1.4962681504979375e-215,0.7091264148722237,0.7384098815185745,8.801577355870221e-215
topicwcf,0.8927219696511496,0.013800396506859918,-8.222958717348002,1.9854319078340488e-16,0.8688206519882257,0.9171183054710133,2.561847623011676e-16
topicweb-scraping,0.9161099597673661,0.013484107143800243,-6.497936953784243,8.142891308375346e-11,0.8921398175010694,0.9405665062605184,9.870171282879208e-11
topicweb-services,0.8394058398816957,0.013068734605293186,-13.395403318267256,6.432565310858248e-41,0.8181106936232075,0.8611166625498289,1.0130024111587794e-40
topicwinapi,1.2808032172750545,0.012946195359435513,19.11661208194425,1.8365646992578937e-81,1.2486269734479103,1.3136291126707844,4.0364059324349317e-81
topicwindows,0.946393601564785,0.007553844508735316,-7.293865672240601,3.011857367399844e-13,0.9324625303321505,0.9604870476061419,3.764821709249805e-13
topicwinforms,1.2267720165647908,0.008827845731527027,23.152459740453438,1.3731339106536211e-118,1.2056913288387605,1.2481445131673436,3.7620107141195096e-118
topicwordpress,0.6916915191683437,0.008007513063720696,-46.03366880202872,0,0.6808986510891993,0.7026139062647214,0
